4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
4.627852879200000316e+06,1.196405084999999963e+05,4.372994836600000039e+06
